	@RELATION nfr

%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%
% This is a PROMISE Software Engineering Repository data set made publicly
% available in order to encourage repeatable, verifiable, refutable, and/or
% improvable predictive models of software engineering.
%
% If you publish material based on PROMISE data sets then, please
% follow the acknowledgment guidelines posted on the PROMISE repository
% web page http://promisedata.org/repository .
%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%
%
%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%
% (c) 2007  Jane Cleland-Huang  jhuang@cti.depaul.edu
% This data set is distributed under the
% Creative Commons Attribution-Share Alike 3.0 License
% http://creativecommons.org/licenses/by-sa/3.0/
%
% You are free:
%
%    * to Share -- copy, distribute and transmit the work
%    * to Remix -- to adapt the work
%
% Under the following conditions:
%
% Attribution. You must attribute the work in the manner specified by
% the author or licensor (but not in any way that suggests that they endorse
% you or your use of the work).
%
% Share Alike. If you alter, transform, or build upon this work, you
% may distribute the resulting work only under the same, similar or a 
% compatible license.
%
%    * For any reuse or distribution, you must make clear to others the 
%      license terms of this work.
%    * Any of the above conditions can be waived if you get permission from 
%      the copyright holder.
%    * Apart from the remix rights granted under this license, nothing in 
%      this license impairs or restricts the author's moral rights.
%


@ATTRIBUTE ProjectID {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15}
@ATTRIBUTE RequirementText string
@ATTRIBUTE class {F,A,L,LF,MN,O,PE,SC,SE,US,FT,PO}%Check and make sure that FT and PO should be there

@DATA
16,'Providing text equivalents for non-text media objects: All non-text media objects, such as graphical images or video, should be provided with alternative equivalent textual descriptions and/or with equivalent text-based functionality.',US
16,'Making navigation self-descriptive: Navigation should be designed to help users understand where they are, where they have been and where they can go next. General guidance on achieving self-descriptiveness is given in ISO 9241-110.',US
16,'Showing users where they are: Each presentation segment (page or window) should provide the user with a clear and sufficient indication of where he or she is in the navigation structure and of the current segment position with respect to the overall structure.',US
16,'Offering alternative access paths: Alternative access paths for navigating to a specific unit of content should be offered to support different navigation strategies.',US
16,'Minimizing navigation effort: The number of navigation steps needed to reach a certain piece of content should be minimized as long as different mental models, navigation strategies and tasks of the user are taken into account.',US
16,'Splash screens should be avoided unless they provide useful content or feedback about the application state to the user. If a splash screen is used, a navigation option to skip it should be offered.',US
16,'Avoiding opening unnecessary windows: Additional windows such as new browser windows or pop-up windows should only be opened if this supports the user’s task.',US
16,'Vertical scrolling should be minimized. This may be done by placing important information at the top and providing links to information that is further down the page. Horizontal scrolling should be avoided wherever possible.',US
16,'Designing for input device independence: User interfaces should be designed to allow activation of controls by a variety of input devices. The ability to choose between different input devices for activating controls such as links, fields and buttons is important both for users who prefer a certain input mode, mobile users and users with disabilities. In general, device independence can be achieved if the functionality is operable via a keyboard.',US
16,'Making user interfaces robust: User interfaces should be designed to be as robust as possible in the face of changing technology. This encompasses being able to present content containing newer technologies by older user agents as well as designing content to be usable with future technologies.',US
16,'Acceptable opening / download times: Application pages should be designed and implemented so that there are acceptable opening times and download times for the expected range of technical contexts of use (e.g. bandwidth between the application and the user). This is particularly important for frequently accessed pages or pages that are important for user navigation and exploration, such as the home page.',US
16,'Minimizing user errors: Potential user errors as well as the effort needed to recover from errors should be minimized.',US
16,'Providing clear error messages: The content of error messages shown on the pages or special error pages should clearly state the reason why the error occurred and, if possible, actions the user can take to resolve the error. Users expect error messages to be in the same language as the user interface.',US
16,'Using appropriate formats, units of measurement or currency: When designing user interfaces for use by diverse groups, input and output of information elements such as currency, units of measurement, temperatures, date and time, phone numbers, address or postal codes should be designed so that they are usable.',US
16,'Making text resizable by the user: Text should be able to be resized by the user, using functions provided by the user agent or other appropriate means i.e. see ISO 9241-171.',US
16,'Text quality: The quality of textual content with respect to spelling and grammar should be sufficient so as not to impede readability.',US
16,'Writing style: The reading and understanding of the textual content on the screen should be supported by suitable means, including the use of short sentences, the division of the text into shorter chunks or the presentation of content items in the form of bullet points.',US
16,'Supporting text skimming: Fast skimming of text should be supported by the provision of clear links, bulleted lists, highlighted keywords, logical headings, and short phrases and sentences.',US
16,'Readability of text: Text presented on the pages should be readable taking into account the expected display characteristics and spatial arrangement. ISO 9241-303 shall be consulted for screen text legibility requirements.',US
16,'Distinguishable within-page links: Within-page links should be clearly distinguishable from other links that lead to a different page. EX. Within-page links are shown with dashed rather than solid underlines',US
16,'Avoiding link overload: Text pages containing large proportions of links should be formatted so that the presence of links does not impede the readability of the text.',US
16,'Using familiar terminology for navigation links: Navigation links — particularly links representing the main navigation structure — should be labelled with terms that are familiar to the user, based on his/her general knowledge, prior experience in the application domain or experience of using other systems.',US
16,'Using descriptive link labels: The target or purpose of a link should be directly indicated by its label, avoiding generic labels such as “go” or “click here” except where the purpose of the link is clear from its context on the page or the labels have commonly understood semantics in the particular application domain. Using appropriate terminology specific to the user’s tasks and information needs is important for making the content easy to understand.',US
16,'Marking links opening new windows: Links that open new browser windows or pop-up windows should be clearly marked.',US
16,'Distinguishing navigation links from controls: Navigation links should be clearly distinguishable from controls activating some action. Typical action types in user interfaces include manipulating application data, performing searches, communication actions, such as opening a new e-mail window or starting a chat function, and Hpresentation-related actions, such as sorting a list of search results.',US
16,'Providing printable document versions: If a document is either too long, dispersed over several pages or in a specific layout that is not suitable for online reading, a printer-friendly version of the document should be provided that prints the content in a form acceptable to the user (e.g. in the expected layout, paper format, or orientation).',US
16,'Use of “white space”: “White space” on a page i.e. space filled only with the background color should be used in such a way that it does not impair the visual skimming of the page. While white space is an important means of visually organizing the different content elements on a page, if the distance between the blocks of information displayed becomes too large, rapid skimming of the page can be impeded.',US
16,'Selecting appropriate page lengths The length of a page should be selected so as to support the primary purpose and use of the page. Short pages are generally more appropriate for homepages, navigation pages, or overview pages that need to be read quickly. Longer pages can be more appropriate when users want to read the content without interruptions or when the page needs to match a paper counterpart.',US
16,'Using colour: Colour should be used with care, taking into account human capabilities and restrictions in perceiving colour, and not as the only means of conveying information. Color should never be the only means of coding. Some users may have difficulties in perceiving certain colors or color combinations (color-blindness).',US
16,'Using frames with care: If frames are used, care should be taken to avoid possible problems. When frames are used, it is important to title each frame, and to describe its purpose and how frames relate to one another other.',US
16,'Providing alternatives to frame-based presentation: If frames are used, an alternative way of presenting relevant information without frames should be provided. Providing alternative text-only pages: When style sheets and/or frames are turned off it should be possible for the user to read and understand the page; alternatively, the user should be provided with an equivalent alternative text-only page.',US
16,'Consistent page layout: Pages should be designed using consistent layout schemes, supporting the user in finding similar information at the same position on different pages. Overall layout schemes apply to all pages and are preferable when all pages have a similar structure. Frequently, however, different pages have different purposes and types of content. In such cases, pages can usually be grouped in different categories, using one layout scheme for each category consistently.',US
16,'Placing title information consistently: Page titles should be placed in a consistent location on the different pages.',US
16,'Observing principles of human perception When designing application pages, the general principles of human perception should be taken into account. The International Standards mentioned below shall be consulted for guidance. Practical guidelines for presenting information to the user are to be found in ISO 9241-12. Guidance on selecting and using different forms of interaction techniques is to be found in ISO 9241-14 to ISO 9241-17. ISO 9241-14 gives guidance about menus, ISO 9241-15 about command dialogues, ISO 9241-16 about direct manipulation and ISO 9241-17 about forms. In addition, when designing multimedia information presentations, the design principles and recommendations described in ISO 14915-1 to ISO 14915-3 should be taken into account. Appropriate content presentation also plays a key role in accessibility.',US
16,'Linking back to the home page or landmark pages: Each page should contain a link leading to the home page of the application or to a landmark page that is easy to recognize for the user.',US
16,'Providing a site map: A separate navigation overview such as a site map should be provided for application showing the structure of the site in an overview form.',US
16,'Consistency between navigation components and content: If navigation components (or overviews) are shown in conjunction with associated content, consistency between the navigation component and the content shown should be maintained by indicating in the navigation component (e.g. highlighting) the topic currently visible in the content area.',US
16,'Placing navigation components consistently: Navigation components should be placed consistently on the pages or in the framesets in the pages of the application.',US
16,'Individualization and user adaptation : Adapting the content and the navigation of a user interface to individual users or user groups can be a useful mechanism for providing information that is of interest to the users and for making access to relevant information more efficient. User adaptation can also be important for making the user interface more accessible. Different approaches can be used for achieving these goals, like providing users with means for customizing the user interface to their personal needs i.e. individualization designing content and navigation differently for varying user groups or roles i.e. such as employees of different levels, citizens etc, monitoring the user’s behaviour and adapting to the user’s goals that are inferred from the behaviour observed, recommending information that is potentially more relevant or interesting to the specific user, based on the behaviour of all users or a user group.',US
16,'Taking account of the users’ tasks and information needs: When providing different access paths or navigation structures for different user groups, the tasks and information needs of these user groups should be taken into consideration.',US
16,'Making individualization and adaptation evident: It should be made evident to the user when individualization and/or adaptation are used.',US
16,'Making user profiles evident: If predefined user profiles or user-specified profiles are used for individualizing or adapting content, the profile currently used should be made evident. If profiles are used, it is important to provide users with information about this concept and its implications.',US
16,'Allowing users to see and change profiles: If user-specified profiles are used, users should be able to see, modify and delete that profile on demand.',US
16,'The user interfaces of the system should follow the guidelines specified under www.usability.gov',US16,'The System must be available to users: from <00:00> to <24:00> on <all weekdays/340 days per year>.',A
16,'The planned downtime for the System must not exceed <102> hours per <rolling three month period>. The System is considered to be down if any user is unable to perform any normal System function and if this failure is attributed to any component of the System other than the workstation.',A
16,'Unplanned downtime for the System must not exceed <10 hours> per <rolling three month period>.',A
16,'The number of incidents of unplanned downtime for the System must not exceed <4> per <rolling three month period>.',A
16,'In the event of any software or hardware failure, it must be possible to restore the System (with inline synchronization) within no more than <12> hours.',A
16,'The system should support multilingual interface',F
16,'The system should be designed in manner that operational data is not lost in case of any failure of equipment or communication network.',F
16,'The system should work even in an offline mode with the critical functionality',F
16,'The system should be designed to have satisfactory performance even in Police Stations connected on low-bandwidth',PE
16,'The system should be implemented using Service Oriented Architecture (SOA) and have a modular design',F
16,'The system should be developed on Open Standards',F
16,'The system should be built on a common User Access and Authentication Service to ensure Single-Sign on for the end-user',SE
16,'The system should be developed for a centralized deployment and maintenance',F
16,'The system should be developed to be deployed in a 3-tier datacenter architecture',SC
16,'The system should be designed to have a n-tier architecture with the presentation logic separated from the business logic that is again separated from the data-access logic',MN
16,'The system should be extensible to provide access to the interfaces through PDA’s and mobile data terminals',F
16,'The system should adopt standardized formats and common metadata elements',PO
16,'The system should be designed for access through browser-based systems and must impose minimal requirements on the client device',F
16,'The system must support multiple types of communication services for remote access',F
16,'The system should have capability to support public access to a subset of data and functionality',F
16,'The system should support multi-tier authentication where required',SE
16,'The system should support SSL encrypted connections',SE
16,'The system should support secure virtual private network connections
16,'The system should use HTTPS as the communication protocol, i.e., HTTP over an encrypted secure socket layer (SSL).',SE
16,'The system should run on multiple browsers.',F
16,'The system should support selective encryption of the stored data.',SE
16,'The system should ensure secure transmission of data over the network and utilize SSL and 2-way digital signatures.',SE
16,'The system should prevent cross-site scripting.',SE
16,'The system should validate the incoming data / user request.',SE
16,'The system should encode the incoming data / user request.',SE
16,'The system should prevent SQL Injection.',SE
16,'The system should utilize parameterized queries.',SE
16,'The system should sanitize the user-inputs.',SE
16,'The system should validate the data both at the client and server.',SE
16,'The system should not allow hard delete and perform only soft tagging the row for deletion.,SE
16,'The system should ensure high scalability and performance through use of cache for storing frequent data.',PE
16,'The system should ensure high scalability and performance through use of AJAX based technology to improve user experience. Aggressive page loading to be considered based on the screen and estimate usage pattern.',PE
16,'The system should ensure high scalability and performance through use of leverage Asynchronous HTTP socket capabilities of web server for scalability and performance.',SC
16,'The system should ensure high scalability and performance trough hosting all the static content (documents, images) on the web server.',SC
16,'The search results should be fetched from the database in batches of 10 or 20 maximum as configured within the application.',PE
16,'The system should ensure high scalability and performance through displaying records on the screen in batches/paged manner.',SC
16,'The system should ensure high scalability and performance through fetching only the search result fields that need to be displayed to the user. Only when the user clicks on a particular record to view its further details should a query be fired to fetch the additional details for this particular record only.',PE
16,'A hierarchical cache should be configured and used for caching of results of most frequently used searches.',PE
16,'Database Indexes should be applied on the key columns used for searching.',PE
17,'Within the same department: data base can be updated directly without any request',F
17,'Inter departments: request must be approved by a DA group member and faculty group member unless it came from a higher level group',F
17,'Inter faculties transfer: request can be made by any authorised user and approved by faculty group or higher level',F
17,'Transfer outside university should be approved by the university group',F
17,'Any administrative level user or inventory user can edit an asset that belongs to its department; same thing for faculty user, or university user; in order to make modification if he is authorised to do it.',F
17,'all fields of an edited asset can be modified except Ids',F
17,'Any DA group member or authorised inventory group member asset is owned by the department',F
17,'Any faculty member can add all related departments inventory',F
17,'Any university group member can add all assets in the inventory',F
17,'A bulk entry can be used to add many assets',F
17,'request can be made by any authorised user',F
17,'After creation a request still pending waiting to be approved by an administrative level user according to that have this authority',F
17,'An inventory user should check returned asset and update inventory',F
17,'IT group members can create a new space and modify floor structure when they receive an exception request from any administrative level',F
17,'Any administration level or authorised inventory group member can display all pending requests waiting for approval from this level and approve those requests',F
17,'When request is treated user is notified by email',F
17,'Request is added to the waiting for execution list',F
17,'Inventory is updated when user receive requested asset',F
17,'Authentication is made by user name and a password for all users',F
17,'administrative level working on administration computer',F
17,'Any administrative level user can delegate another user to execute some or all his authorized actions. And this user acquires the role of inventory administrator',F
17,'It is mandatory that learning time is between 2 to 4 hours at maximum, because many task are delegated to working students.',US
17,'Web interface should use clear and consistence terminology in such a way that the user with basic experience on internet and office finds the application easy to use',US
17,'The Application should be available always at working hours. Any maintenance or backup operation should be conducted out of working time',A
17,'The Application should be installed in any Microsoft or Unix platform',PO
17,'Web application should available to run on browsers like IE, Firefox, Chrome, Opera or Safari.',PO
17,'All user are authenticated by user name and a password',SE
17,'Permission are assigned to user according to their roles',SE
17,'Only IT team member can access and maintain data base servers locally',SE
17,'Query is killed if takes more than 1 min',SE
17,'Backup operation are executed periodically',SE
17,'It is important to design system to facilitated future evolution and facilitate maintenance operations',MN
18,'To guarantee maximum availability of the control system, retry procedures must be embodied in the software in case of error or failure (e.g. time-out, hardware failure) to achieve recovery on-line whenever possible.',A
18,'Should recovery also fail, the error or failure has to be reported in a clear form (to identify the cause of the problem) and the system shall put itself into a safe state, whenever a safety aspect might be involved.',A
18,'To avoid unnecessary downtime, it must be possible for the system to reconfigure itself in order to continue observing, in a different mode if required, given the failure of a single non-critical subsystem.',A
18,'To increase software robustness, range checking and validity checking shall be supported before execution of any input command. This must be possible ahead of time, preparing observing sequences for automatic observations and simulating observations to estimate results.',A
18,'On-line pre-checking of the operational status of equipment should be done prior to sending critical or time consuming commands. It must be possible to apply continuous monitoring to all subsystems on request, both when in operation and when idle, to check their operational status.',A
18,'A measure of fault rates should be done during commissioning to establish baseline rates for system reliability monitoring.',A
18,'There are to be recovery procedures to restart after error failure.',A
18,'The system should be constantly monitoring active subsystems to be sure they are operating correctly before sending command to each subsystem. This monitoring should continue on inactive subsystems.',A
18,'The goal for recover and/or reconfiguration is 5 minutes from onset of the error condition to observing again.',A
18,'software limits - the software will not allow unsafe actions; the command will be rejected',SE
18,'soft limit switches - the software will detect unsafe areas and halt; the software will allow movement off of soft limits',SE
18,'software watch dogs - the software will halt if its watch dog has not been reset',SE
18,'hardware watch dogs - the system will halt if its watch dog has not been reset,SE
18,'hard limit switches - these switches will remove power from actuator when beyond soft limits; the software/electrical systems will allow movement off of hard limits,SE
18,'hardware interlocks - these will prevent both software and hardware from action - there will be no bypass of these systems,SE
18,'hard stops - the mechanism cannot move beyond this point due to mechanical limit(s). In general hard stops will use dampers to avoid damage to equipment.,SE
19,'PDFsam is an application that needs a few system resources to work. This is designed not to delay the system from other key processes. The response time of the program is direct and the application is considered real-time.',PE
19,'The system can check for updates whenever is requested by the user, or automatically when opening the application. In this way PDFsam will be always up-to-date with all new supported features and bug fixes.',PE
20,'Mashbot Campaigns supports the following account roles: Contributor, Approver and Publisher',F
20,'A user may possess more than one role.',F
20,'Roles reflect actions that can be performed by a user.',F
20,'Roles can be assigned to a user account for individual products.',F
20,'Contributors may create new content, import existing content into the system, edit content, and delete it. They may also submit these actions for approval.',F
20,'Approvers can approve actions performed by contributors',F
20,'Publishers may schedule or immediately initiate actions put forth by contributors and those approved by approvers.',F
20,'User Account Creation - New user accounts can be created.',F
20,'The system may contain any number of user accounts.',F
20,'Certain pieces of information are required to create new accounts.',F
20,'The following information is required for any new user account: Username, Password, Name, Email Address, Group Membership, User Account Type',F
20,'User Account Modification The system allows users to modify their accounts once created.',F
20,'The system requires that a user have logged in before modifications can be made.',F
20,'The following user account information is modifiable by all user types: Password, Email Address, Name',F
20,'User Account Deactivation The system allows user accounts to be deactivated.',F
20,'The system denies user who have been deactivated from accessing the system.',F
20,'If an account has any history associated with it, it can only be deactivated and not deleted.',F
20,'If an account has no history associated with it, it can be deleted from the system.',F
20,'A disabled account can be undisabled',F
20,'It is possible to disable all accounts except for the System Administrator account.',F
20,'The system gives users the ability to reset their password.',F
20,'Individual passwords can be reset.',F
20,'The system only allows users to change their own passwords.',F
20,'A campaign has the following components: Name, Pieces of content, Schedule, User/Group Permissions',F
20,'A schedule is a mapping of times to publishing actions. It may contain any actions a publisher can perform, and these actions are performed at the associated time.',F
20,'A piece of content may take the following forms: Text, Image, Audio, Video',F
20,'Mashbot will allow for the association of Mashbot accounts with external service accounts.',F
20,'Mashbot will provide an interface for authenticating a user account to an external service account',F
20,'Mashbot will provide a standardized method of interacting with external service accounts',F
20,'The system encrypts data over a direct connection between the web client and the server.',SE
20,'The system allows for the backup of the data system to local or remote non-volatile storage systems. Incremental backups should not create outages and full backups do not interfere with user interaction for more than 10 minutes.',SE
20,'The system is configurable to e-mail warnings about multiple failed login attempts from the same user. These warnings are sent to the System Administrator. Other security risks of this type are the responsibility of the System Administrator.',SE
20,'The system allows only valid users to log into the system. A valid user is one which has not been disabled or deleted and exists on the system.',SE
20,'To log onto the system, a user provides their valid username and password.',SE
20,'The system uses the configured authentication module. The authentication method is configurable by the System Administrator.',SE
20,'The system allows the System Administrator to configure a timeout after which a user is automatically logged out of Mashbot.',SE
21,'Any operation requiring the user to supply a file name shall allow the user either to select the files from a list derived from files in the currently open application or to key in a file name, a relative path name, or a complete path name.',F
21,'For any operation where the user is prompted to select from a list, the user shall be able to cancel the operation.',F
21,'When collecting generated output files from HATS-SML, the HATS-GUI shall overwrite any file whose name is generated automatically.',F
21,'The HATS-GUI shall prompt the user for a file name for the file to be saved.
21,'The HATS-GUI shall examine the contents of the application directory.
21,'If a file with the given name already exists, the HATS-GUI shall prompt the user to overwrite the existing file.',F
21,'If the user agrees to overwrite the file, the HATS-GUI shall: attempt to write the new file using a temporary name, delete the previously existing file, then rename the new file.',F
21,'If the user does not agree to overwrite the existing file or if system errors occur while writing or renaming the new file or deleting the previous file, the new file shall not be written and the previous file shall be left unchanged.',F
21,'In the case of an error, the HATS-GUI shall notify the user of the error.',F
21,'Output pretty-printed text files and SDTs shall only be displayed when the user requests.',F
21,'The main interface shall be menu driven.',F
21,'The File menu shall contain menu items related to manipulating individual files and for closing the HATS-GUI application.',F
21,'The Application menu shall contain items related to manipulating entire applications.',F
21,'The Configure menu shall contain items related to modifying the configuration of the application.',F
21,'The Run menu shall contain items related to executing the HATS-SML programs.',F
21,'The View menu shall contain items related to viewing HATS-SML output.',F
21,'The File/Select menu item shall provide an interface for selecting files within the currently open application.',F
21,'The File/Edit menu item shall provide an interface for starting an editor as an external process.',F
21,'The editor shall be started according to information in the application configuration.',F
21,'The File/Save-as menu item shall provide an interface for saving a previously selected file under a different name.',F
21,'The File/Delete menu item shall provide an interface for deleting a selected file.',F
21,'The HATS-GUI shall prompt the user to confirm deletion prior to completing this action.',F
21,'The File/Exit menu item shall provide an interface for exiting the HATS-GUI.',F
21,'The Application/Select menu item shall provide an interface for selecting and opening an application.',F
21,'The Application/Close menu item shall provide an interface for closing an application.',F
21,'The Application/Save menu item shall provide an interface for saving application configuration information.',F
21,'The Application/Save-as menu item shall provide an interface for saving an application and its associated files under a different name.',F
21,'The Application/Delete menu item shall provide an interface for deleting an application and all the files in the application directory.',F
21,'The HATS-GUI shall prompt the user to confirm deletion prior to completing this action.',F
21,'The Configure/Editors menu item shall provide an interface for the user to enter editor configuration information. This information shall be used when editors are started as processes.',F
21,'The Configure/Node Display menu item shall provide an interface for configuring the display of nodes.',F
21,'The HATS-GUI shall allow the user to specify the number of levels of nodes to expand during SDT viewing.',F
21,'The HATS-GUI shall allow the user to select the colors for types of displayed nodes in a displayed graph.',F
21,'At a minimum, the system shall provide eight colors (red, yellow, white, black, green, blue, orange, and violet) for displayed nodes.',F
21,'The HATS-GUI shall allow the user to select the shapes for types of displayed nodes in a displayed graph.',F
21,'At a minimum, the system shall provide two shapes, rectangles and ellipses, for displayed nodes.',F
21,'The Configure/File Associations menu item shall provide an interface for associating files in an application.',F
21,'The Configure/HATS-SML menu item shall provide an interface for the user to enter implementation-dependent information for starting HATS-SML processes.',F
21,'The Run/Generate Parser menu item shall provide an interface for generating a parser program.',F
21,'The Run/Parse Target menu item shall provide an interface for selecting and parsing target programs.',F
21,'The Run/Parse Program menu item shall provide an interface for selecting and parsing transformation language programs.',F
21,'The Run/Execute Transforms menu item shall provide an interface for selecting and executing transformation language programs.',F
21,'The Run/Pretty-print menu item shall provide an interface for selecting SDTs and pretty-print style files and formatting the SDT according to the style.',F
21,'The View/SDT menu item shall provide an interface for viewing, navigating through, and searching SDTs output from the execution of transformation programs.',F
21,'The View/Text menu item shall provide an interface for viewing and searching pretty-printed text.',F
21,'The View/Standard Error menu item shall provide an interface for viewing error strings collected from HATS-SML.',F
21,'The View/Standard Output menu item shall provide an interface for viewing debugging information collected from HATS-SML.',F
21,'The View/Select Text menu item shall provide an interface for selecting pretty-printed text or text strings associated with SDT displays.',F
21,'The View/Copy Text menu item shall provide an interface for copying selected text into an operating system buffer.',F
